Company,Industry,Location,address,Phone,Tier,Activeness,Status,Account Manager,Business Developer
J. M. Smucker Co,Food & Beverage,Michoud,"14601 Old Gentilly Road, New Orleans, LA 70129, US",225-254-0450,Tier 2	(Targeted),Non-Active,Qualified,"Barry Landry  (FTS), Barry Landry  (TPS)",
J. M. Smucker Co,Food & Beverage,New Orleans,"5500 Chef Menteur Hwy, New Orleans, LA 70126, US",504-241-2171,Tier 2	(Targeted),Non-Active,Qualified,"Barry Landry  (FTS), Barry Landry  (TPS)",
J.A. LaCour & Co.,Wood Products,Canton,"PO Box 625, Canton, MS 39046, US",,Tier 3,Non-Active,Not Qualified,,
Jachin Lumber Co,Wood Products,Jachin,"Hwy 17, Jachin, AL 36910, US",205-459-2822,Tier 3,Non-Active,Not Qualified,,
"Jacobs Constructors, Inc.",Industrial,Baton Rouge,"4949 Essen Lane, Baton Rouge, LA, US",225-769-7700,Tier 4,Non-Active,Not Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",John Shaw
"Jacobs Engineering Group, Inc.",Industrial,Houston,"Houston, TX, US",,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
James Construction Group,Industrial,Baton Rouge,"11200 Industriplex Blvd, Baton Rouge, LA 70879, US",,Tier 3,Non-Active,Not Qualified,"Barry Landry  (FTS), Barry Landry  (TPS)",Bridget LaBorde
"James Ind. Constructors, LLC",Industrial,Bossier City,"3845 Industrial Circle, Bossier City, TX 71112, US",318-752-3339,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
James P Brannagan,Industrial,Prairieville,"43574 Hodgeson Road, Prairieville, LA 70769, US",,Tier 3,Non-Active,Not Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
James River Corp,Wood Products,Bossier City,"Bossier City, LA, US",,Tier 4,Non-Active,Not Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Jasper Lumber Co,Wood Products,Jasper,"Hwy 78 West, Jasper, AL 35501, US",205-384-9088,Tier 3,Non-Active,Not Qualified,,
Javelina,Chemical / Refining / Metals,Corpus Christi,"5348 Union Street, Corpus Christi, TX 78407, US",(361) 289-4900,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
"JDJ Sales, LLC",Industrial,Shreveport,"517 West 67th Street 800-653-2393 (Toll Free#), Shreveport, LA 71106, US",,Tier 4,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Jefferson Smurfit Corp,Wood Products,Brewton,"4346 Parker Springs Road, Brewton, AL 36426, US",251-867-8391,Tier 3,Non-Active,Not Qualified,Mark Maulden (FTS),
JerryCo,Industrial,Houston,"412 N. St. Charles St., Houston, TX 77003, US",713-224-7900,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Jeta Inc,Food & Beverage,Alexander City,"1522 Sanders Road, Alexander City, AL 35010, US",,Tier 3,Non-Active,Not Qualified,Unassigned Unassigned (FTS),
JH Rutter Rex Manufacturing Co,Industrial,Columbia,"373 Industrial Park Road, Columbia, MS 39249, US",,Tier 3,Non-Active,Not Qualified,,
JL Bates LP,Power,Mission,,,Tier 3,Non-Active,Not Qualified,,
JM Jones Lumber,Wood Products,Natchez,"Natchez, MS, US",,Tier 3,Non-Active,Not Qualified,,
"Joe N Miles & Sons, Inc",Wood Products,Silver Creek,"Hwy 43 North, Silver Creek, MS, US",601-886-7844,Tier 3,Non-Active,Not Qualified,,
John Wallace Wood Products,Wood Products,Demopolis,"450 4th Ave, Demopolis, AL, US",334-289-3671,Tier 3,Non-Active,Not Qualified,,
John Zink Company,Industrial,Tulsa,"11920 East Apache Street, Tulsa, OK 74116, US",,Tier 3,Non-Active,Not Qualified,"Barry Landry  (FTS), Barry Landry  (TPS)",
Johnson Seafood Clarence,Food & Beverage,Coden,"Tom Johnson, Coden, AL 36523, US",,Tier 3,Non-Active,Not Qualified,,
Kaneka Texas Corporation,Chemical / Refining / Metals,Pasadena,"6161 Underwood Road, Pasadena, TX 77507, US",,Tier 2	(Targeted),Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Kelley Foods of Alabama,Food & Beverage,Elba,"County Road 404, Elba, AL 36323, US",,Tier 3,Non-Active,Not Qualified,,
Kelley Foods of Alabama,Food & Beverage,Selma,"141 Felix Road, Selma, AL 36701, US",,Tier 3,Non-Active,Not Qualified,Unassigned Unassigned (FTS),
Kellogg Brown and Root,Industrial,Houston,"500 Jefferson Avenue, Houston, TX 77022-7990, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
"Kemira Water Solutions, Inc.",Commercial,Mobile,", US",,Tier 2	(Targeted),Non-Active,Not Qualified,,
Kepler Constructura S.A. DE C.V,Power,Bosques de las Lomas,"Bosques de Alisos 47-A, 3-piso Bosques de las Lomas, Mexico, D.F., 05120",,Tier 3,Non-Active,Not Qualified,,
Kerr McGee,Industrial,Theodore,"Rangeline Road, Theodore, AL 36582, US",251-443-3300,Tier 3,Non-Active,Not Qualified,,
Kerr Mcgee Chemical Corp,Chemical / Refining / Metals,Columbia,"Columbia, MS, US",,Tier 3,Non-Active,Not Qualified,,
Keystone Food Corp,Food & Beverage,Bala Cynwyd,"401 City Ave. PA, Bala Cynwyd, PA 19004, US",610-667-6700,Tier 3,Non-Active,Not Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Kidd Combustion,Industrial,Port Allen,"151 N Jefferson, Port Allen, LA 70767, US",,Tier 4,Non-Active,Not Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Kiko Food Supply,Food & Beverage,Jefferson,"5510 Jefferson Hwy, Jefferson, LA 70123, US",,Tier 3,Non-Active,Not Qualified,"Barry Landry  (FTS), Barry Landry  (TPS)",
Kimberly,Wood Products,Mobile,"Bay Bridge Road, Mobile, AL 36610, US",251-330-3000,Tier 3,Non-Active,Not Qualified,,
Kimberly Clark,Wood Products,Ashville,"Country Road 26, Ashville, AL 35953, US",205-594-5812,Tier 3,Non-Active,Not Qualified,,
Kimberly Clark,Wood Products,Bay Minette,"48340 Hwy 59, Bay Minette, AL 36507, US",,Tier 3,Non-Active,Not Qualified,,
Kimberly Clark,Wood Products,Monroeville,"530 Hornady Drive, Monroeville, AL 36460, US",251-575-3243,Tier 3,Non-Active,Not Qualified,,
Kinetics Unlimited,Commercial,Baton Rouge,"6023 Wildflower Road, Baton Rouge, LA 70817, US",,Tier 4,Active,Not Qualified,David Formby (FTS),
Kitchens Brother Mfg,Wood Products,Hazelhurst,"Hazelhurst, MS 39083, US",,Tier 3,Non-Active,Qualified,,
Kitchens Brother Mfg,Wood Products,Hinds,"Hinds, MS, US",,Tier 3,Non-Active,Not Qualified,,
Klean Recycling,Chemical / Refining / Metals,Jackson,"2050 Flowood Drive A Division of Birmingham Steel Corp, Jackson, MS 39288-7964, US",601-939-1347,Tier 3,Non-Active,Not Qualified,,
KMTEX,Chemical / Refining / Metals,Port Arthur,"2450 S. Gulfway Dr, Port Arthur, TX 77640, US",,Tier 3,Non-Active,Not Qualified,Nathan Gewin (FTS),
Knollwood Park Hospital,Industrial,Mobile,"5600 Girby Road, Mobile, AL 36693, US",,Tier 3,Non-Active,Not Qualified,,
Koch,Chemical / Refining / Metals,Channelview,"Channelview, TX, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Koch,Chemical / Refining / Metals,Clarke,"Clarke, MS, US",,Tier 3,Non-Active,Not Qualified,,
Koch,Chemical / Refining / Metals,Corpus Christi,"2801 Suntide Road, Corpus Christi, TX 78409, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Koch,Chemical / Refining / Metals,Pollock,"Abe Hall Road off Hwy 165, Pollock, LA 71467, US",318-368-2625,Tier 4,Non-Active,Not Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Koch,Chemical / Refining / Metals,Sterlington,"6310 Horseshoe Land Road Hwy 143, Sterlington, LA 71280, US",318-665-4451,Tier 3,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Koppers Industries,Wood Products,Montgomery,"1415 Louisville Street, Montgomery, AL 36104, US",334-834-5290,Tier 3,Non-Active,Not Qualified,,
LA National Guard Armory,Commercial,Napoleonville,"Bravo Company 225 Hwy 1008, Napoleonville, LA 70390, US",,Tier 3,Non-Active,Not Qualified,,
Lafayette Utilities System,Power,Lafayette,"1120 Walker Road, Lafayette, LA 70502, US",,Tier 3,Non-Active,Qualified,,Bridget LaBorde
Lafourche Sugars,Food & Beverage,Thibodaux,"Hwy 1, Thibodaux, LA 70302, US",,Tier 1,Semi-Active,Not Qualified,"Mark Maulden (FTS), Keith  Harrison (TPS)",John Shaw
Lansing Smith Coal Power,Power,Southport,"4300 Co Rd 2300, Southport, FL 32409, US",,Tier 3,Non-Active,Not Qualified,,
Lanxess Corporation,Chemical / Refining / Metals,Orange,"1006 Farm Road, Orange, TX 77631, US",,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
"LaRoche Chemicals, Inc",Chemical / Refining / Metals,Baton Rouge,"12000 Airline, Baton Rouge, LA 70805, US",,Tier 4,Non-Active,Not Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
"LaRoche Chemicals, Inc",Chemical / Refining / Metals,Gramercy,"1134 Jefferson Hwy, Gramercy, LA 70052, US",869-6300,Tier 4,Non-Active,Not Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
LASUCA,Food & Beverage,ST Martinville,"6092 Resweber Hwy, St Martinville, LA 70582, US",,Tier 4,Non-Active,Not Qualified,Mark Maulden (FTS),John Shaw
Lawter International Inc,Chemical / Refining / Metals,Moundville,"Cracker Road, Moundville, AL 35474, US",205-371-2235,Tier 3,Non-Active,Not Qualified,,
Lazurus Energy Holdings LLC,Chemical / Refining / Metals,Church Point,", LA, US",,Tier 4,Non-Active,Not Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Lazurus Energy Holdings LLC,Chemical / Refining / Metals,Houston,"Corporate Head Quarters 4400 Post Oak Parkway 24th Floor, Houston, TX 77027, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Lazurus Energy Holdings LLC,Chemical / Refining / Metals,Jennings,", LA, US",,Tier 4,Non-Active,Not Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Lazurus Energy Holdings LLC,Chemical / Refining / Metals,Longview,", TX, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Lazurus Energy Holdings LLC,Chemical / Refining / Metals,Nixon,", TX, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Leaf River Cellulose,Wood Products,New Augusta,"157 Buck Creek Rd, New Augusta, MS 39462, US",,Tier 3,Non-Active,Not Qualified,,
Lee County Solid Waste Facility,Industrial,Bishopville,"3240 Hwy 15 North, Bishopville, SC 29010, US",,Tier 3,Non-Active,Not Qualified,,
Lemoyne Industrial Service,Industrial,Bucks,"Bucks, AL 36521, US",,Tier 3,Non-Active,Not Qualified,,
Lenzing Fibers Inc,Chemical / Refining / Metals,Axis,"12950 Highway 43 North, Axis, AL 36505, US",,Tier 3,Non-Active,Not Qualified,,
"Leroy Hill Coffee Company, Inc",Food & Beverage,Mobile,"3278 Halls Mill Rd., Mobile, AL 36660, US",,Tier 3,Non-Active,Not Qualified,,
LeTourneau Inc,Chemical / Refining / Metals,Vicksburg,"500 LeTourneau Rd, Vicksburg, MS 39180, US",,Tier 3,Non-Active,Qualified,,
Lewis Brothers Lumber,Wood Products,Aliceville,"1032 13th Street, Aliceville, AL 35442, US",,Tier 3,Non-Active,Not Qualified,,
Liberty Welding,Industrial,Metarie,"101 N. Causeway Blvd, Metarie, LA 70001, US",,Tier 4,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Lig Liquids Company LLC,Chemical / Refining / Metals,Gibson,"5609 North Bayou Black Drive, Gibson, LA 70356, US",504-575-3231,Tier 4,Non-Active,Not Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Lig Liquids Company LLC,Chemical / Refining / Metals,Plaquemine,"60995 Derrick Road off Hwy. 992-3, Plaquemine, LA 70765, US",225-687-2171,Tier 4,Non-Active,Not Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Linden Lumber Co,Wood Products,Linden,"Hwy 43 North, Linden, AL 36748, US",,Tier 3,Non-Active,Not Qualified,,
Lion Copolymer LLC,Chemical / Refining / Metals,Baton Rouge,"5955 Senic Hwy, Baton Rouge, LA 70805, US",,Tier 3,Non-Active,Qualified,"John Shaw (FTS), Barry Landry  (TPS)",John Shaw
Lion Elastomers,Chemical / Refining / Metals,Geismar,"36191 E Hwy 30, Geismar, LA 70734, US",,Tier 3,Non-Active,Not Qualified,"Barry Landry  (TPS), Mark Maulden (FTS)",
Lion Elastomers,Chemical / Refining / Metals,Orange County,"5713 FM 1006, Orange, TX 77630, US",,Tier 1,Active,Not Qualified,"Nathan Gewin (FTS), Barry Landry  (TPS)",
Lion Elastomers,Chemical / Refining / Metals,Port Neches,"1215 Main Street, Port Neches, TX 77651, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Barry Landry  (TPS)",
Lion Oil Company,Chemical / Refining / Metals,El Dorado,"1000 McHenry, El Dorado, AR, US",870-862-8111,Tier 3,Non-Active,Not Qualified,,
Liquid Carbonic,Chemical / Refining / Metals,Brandon,"Brandon, MS, US",,Tier 3,Non-Active,Not Qualified,,
Littlepage CF Lumber Co,Wood Products,Butler,"1 mile off hwy #10 E., Butler, AL 36904, US",205-459-2908,Tier 3,Non-Active,Not Qualified,,
Littrell Lumber Mill Inc,Wood Products,Decatur,"945 Littrell Ave SW, Decatur, AL 35602, US",256-355-1468,Tier 3,Non-Active,Not Qualified,,
Livingston Paper Corp,Wood Products,Livingston,"N. Industrial Park, Livingston, AL 35470, US",205-652-7813,Tier 3,Non-Active,Not Qualified,,
Lockheed Martin (NASA),Industrial,New Orleans,"13800 Old Gentilly Road, New Orleans, LA 70129, US",504-257-3310,Tier 3,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",John Shaw
Loper Lumber Co,Wood Products,Tuscaloosa,"1227 14th Street, Tuscaloosa, AL 35401, US",205-758-8961,Tier 3,Non-Active,Not Qualified,,
Lotte Chemical Louisiana,Chemical / Refining / Metals,Westlake,"2200 Bayou D'inde Pass #14, Westlake, LA 70669, US",,Tier 3,Non-Active,Not Qualified,,
Louisiana Cat,Commercial,Reserve,"3799 W Airline Highway, Reserve, LA 70084, US",,Tier 3,Non-Active,Not Qualified,,
Louisiana Energy and Power Authority,Power,Minden,"119 Horton, Minden, LA 71055, US",,Tier 3,Non-Active,Qualified,David Formby (FTS),
Louisiana Energy and Power Authority,Power,Morgan City,"701 Avoca, Morgan City, LA 70380, US",,Tier 3,Non-Active,Qualified,Ivy Kimble (TPS),Bridget LaBorde
Louisiana Energy and Power Authority,Power,Plaquemine,"59335 ww Harleaux Street, Plaquemine, LA 70764, US",,Tier 3,Non-Active,Not Qualified,"Barry Landry  (FTS), Barry Landry  (TPS)",
Louisiana Generating L.L.C.,Power,New Roads,"Hwy 981 3 miles North of New Roads, New Roads, LA 70760, US",,Tier 2	(Targeted),Non-Active,Qualified,"Mark Maulden (FTS), Keith  Harrison (TPS)",Bridget LaBorde
Louisiana Pacific (Southern Division),Wood Products,Lufkin,"Lufkin, TX, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Louisiana Pacific Corp,Wood Products,Evergreen,"Owassa Road, Evergreen, AL 36401, US",251-578-3131,Tier 3,Non-Active,Not Qualified,,
Louisiana Pacific Corp,Wood Products,Hardin,"Hardin, TX, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Louisiana Pacific Corp,Wood Products,Hattiesburg,"520 Hood Road, Hattiesburg, MS 39401, US",601-544-3590,Tier 3,Non-Active,Not Qualified,,
Louisiana Pacific Corp,Wood Products,Jasper,"Jasper, TX, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Louisiana Pacific Corp,Wood Products,Jasper,"Jasper, TX, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Louisiana Pacific Corp,Wood Products,Logansport,"Hwy 5 North, Logansport, LA 71049, US",318-697-2601,Tier 4,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Louisiana Pacific Corp,Wood Products,Newton,"Newton, TX, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Louisiana Pacific Corp,Wood Products,Polk,"Polk, TX, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Louisiana Pacific Corp,Wood Products,Thomasville,"1500 North Clark Industrial Road, Thomasville, AL 36784, US",,Tier 3,Non-Active,Not Qualified,,
Louisiana Pacific Corp,Wood Products,Walker,"Walker, TX, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Louisiana Pigment,Chemical / Refining / Metals,Westlake,"3300 Bayou D'Inde Road, Westlake, LA 70669, US",,Tier 1	(Targeted),Active,Qualified,Mark Maulden (FTS),Bridget LaBorde
Louisiana Sugar Cane Cooperative,Food & Beverage,Saint Martinville,"6092 Resweber Hwy, Saint Martinville, LA 70582, US",,Tier 4,Non-Active,Qualified,"Mark Maulden (FTS), Keith  Harrison (TPS)",
"Louisiana Sugar Refining, LLC",Chemical / Refining / Metals,Gramercy,"1189 South Fifth Ave, Gramercy, LA 70052, US",,Tier 1,Active,Qualified,"Barry Landry  (FTS), Barry Landry  (TPS)",
"Louisiana Sugar Refining, LLC",Food & Beverage,Gramercy,"1230 5th Ave, Gramercy, LA 70052, US",,Tier 2	(Targeted),Non-Active,Qualified,"Barry Landry  (FTS), Barry Landry  (TPS)",Bridget LaBorde
Lower Colorado River Authority,Power,Bastrop,"5 mi. East Hwy 21 @ 21&95, Bastrop, TX 78602, US",800-776-5272,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Lower Colorado River Authority,Power,La Grange,"6549 Power Plant Road, La Grange, TX 78945, US",800-776-5272,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Lower Colorado River Authority,Power,Marble Falls,"2001 Ferguson Road, Marble Falls, TX 78654, US",800/776-5272,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
LSU Agricultural Center,Commercial,Baton Rouge Norman Efferson,"210 J Norman Efferson Hall 110 LSU Union Square, Baton Rouge, LA 70803-0106, US",,Tier 4,Non-Active,Not Qualified,,John Shaw
LSU Agricultural Center,Commercial,Baton Rouge-Thomas Boyd Hall,"213 Thomas Boyd Hall, Baton Rouge, LA 70803, US",,Tier 4,Non-Active,Not Qualified,David Formby (FTS),John Shaw
Lubrefine,Chemical / Refining / Metals,Houston,"8520 Cypress Street Building 3, Houston, TX 77012, US",,Tier 3,Non-Active,Not Qualified,Nathan Gewin (FTS),
Lubrizol,Chemical / Refining / Metals,Deer Park,"41 Tidal Road, Deer Park, TX 77536, US",,Tier 1	(Targeted),Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Lubrizol,Chemical / Refining / Metals,Pasadena,"12801 Bay Area Blvd, Pasadena, TX 77507, US",,Tier 1	(Targeted),Semi-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Lucite International Inc,Chemical / Refining / Metals,Nederland,"6350 North Twin Cities Hwy, Nederland, TX 77627, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Barry Landry  (TPS)",
Ludlow Corp,Wood Products,Meridian,"Meridian, MS, US",,Tier 3,Non-Active,Not Qualified,,
Lula Westfield,Food & Beverage,Belle Rose,"351 Hwy 999, Belle Rose, LA 70341, US",,Tier 3,Non-Active,Not Qualified,"Mark Maulden (FTS), Barry Landry  (TPS)",
Lula Westfield,Food & Beverage,Paincourtville,"451 Hwy 1005, Paincourtville, LA 70391, US",,Tier 3,Non-Active,Not Qualified,"Mark Maulden (FTS), Barry Landry  (TPS)",
Lyondell,Chemical / Refining / Metals,Houston,"12000 Lawndale, Houston, TX 77017, US",,Tier 2	(Targeted),Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Lyondell Chemical,Chemical / Refining / Metals,Channelview,"2502 Sheldon Road, Channelview, TX 77530, US",281-862-4395,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Lyondell Chemical,Chemical / Refining / Metals,Pasadena,"10801 Choate  Road, Pasadena, TX 77507, US",,Tier 2	(Targeted),Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Lyondell Chemical,Chemical / Refining / Metals,Westlake,"Westlake, LA, US",,Tier 2	(Targeted),Non-Active,Not Qualified,Mark Maulden (FTS),John Shaw
Lyondellbasell (Linde Gas),Chemical / Refining / Metals,Laporte,"11603 Strang Road, Laporte, TX 77571, US",,Tier 2	(Targeted),Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Barry Landry  (TPS)",
Lyondellbasell (Linde Gas),Chemical / Refining / Metals,Westlake,"2201 Old Spanish Trail, Westlake, LA 70669, US",,Tier 3,Non-Active,Not Qualified,,
M&G Chemical,Chemical / Refining / Metals,Corpus Christi,"7001 Joe Fulton International Trade Corridor, Corpus Christi, TX 78409, US",,Tier 3,Non-Active,Not Qualified,Nathan Gewin (FTS),
M.A. Patout & Son Sugar Factory,Food & Beverage,Jeanerette,"3512 J. Patout Burns Rd., Jeanerette, LA 70544, US",,Tier 4,Non-Active,Qualified,"Mark Maulden (FTS), Keith  Harrison (TPS)",John Shaw
"M.W. Industrial Services, Inc.",Industrial,Mobile,"2450 East Interstate 65 Rd. N., Mobile, AL 36617, US",,Tier 3,Active,Not Qualified,,
Macmillan Bloedel Containers,Wood Products,Magnolia,"Magnolia, MS, US",601-783-5011,Tier 3,Non-Active,Not Qualified,,
Macmillian Bloedel Packaging,Wood Products,Montgomery,"4001 Charmichael Rd #300, Montgomery, AL 36106, US",334-213-6100,Tier 3,Non-Active,Not Qualified,,
